Address,Longitude,Latitude,Landlord,Neighbourhood,Apartment Building,Apartment Building Property Type,Apartment Building Property Management,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By,Rooming House,Rooming House Status
47 Wasdale Cres,-79.4369386,43.7302682,2347756 Ontario Inc,Englemount-Lawrence,TRUE,Privately owned,Knrs Properties Inc,1950,2017,28,3,2020-11-18,80,FALSE,,FALSE,,,FALSE,
41 Wasdale Cres,-79.4356922,43.7305642,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1960,2017,11,3,2020-12-02,69,FALSE,,FALSE,,,FALSE,
21 Neptune Dr,-79.4337842,43.7310684,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1950,2017,10,3,2019-03-05,81,FALSE,,FALSE,,,FALSE,
3270 Bathurst St,-79.4314613,43.7242422,Del Property Management Inc,Englemount-Lawrence,TRUE,Social housing,Dms Property Management Ltd.,1984,2017,160,8,2019-11-20,82,FALSE,,FALSE,,,FALSE,
3240 Bathurst St,-79.4313352,43.7238068,Westdale Construction Co Ltd,Englemount-Lawrence,TRUE,Privately owned,Westdale Properties,1960,2017,28,3,2020-12-02,77,FALSE,,FALSE,,,FALSE,
3174 Bathurst St,-79.4309391,43.7219225,Toronto Community Housing,Englemount-Lawrence,TRUE,Toronto Community Housing,TCH,1983,2017,181,12,2020-12-14,91,FALSE,,FALSE,,,FALSE,
1480 Eglinton Ave W,-79.4400466,43.6981211,2316130 Ontario Limited,Briar Hill-Belgravia,TRUE,Privately owned,Unknown,1958,2017,11,4,2020-12-16,75,FALSE,,FALSE,,,FALSE,
1500 Eglinton Ave W,-79.4407386,43.6980295,1500 Eglinton Avenue West Inc,Briar Hill-Belgravia,TRUE,Privately owned,Unknown,1954,2017,34,4,2020-12-11,71,FALSE,,FALSE,,,FALSE,
837 Roselawn Ave,-79.43959,43.702299,Roselawn Avenue Apartments,Briar Hill-Belgravia,TRUE,Privately owned,Metcap Living Management Inc.,1959,2017,39,7,2020-12-17,88,FALSE,,FALSE,,,FALSE,
822 Roselawn Ave,-79.43933,43.702824,Colv Inc,Briar Hill-Belgravia,TRUE,Privately owned,Linwood Management Corporation,1960,2017,56,9,2020-12-17,81,FALSE,,FALSE,,,FALSE,
2036 Dufferin St,-79.4467442,43.6863707,Unknown,Caledonia-Fairbank,TRUE,Privately owned,Glendale Properties Inc.,1950,2017,12,3,2020-11-30,80,FALSE,,FALSE,,,FALSE,
7 Glamorgan Ave,-79.2844535,43.7677666,Toronto Community Housing,Dorset Park,TRUE,Toronto Community Housing,Unknown,1971,2017,196,12,2020-12-17,76,FALSE,,FALSE,,,FALSE,
55 Greenbrae Crct,-79.23017,43.759563,Unknown,Woburn,TRUE,Toronto Community Housing,Del Management,1970,2017,128,13,2020-11-30,80,FALSE,,FALSE,,,FALSE,
2190 Ellesmere Rd,-79.2300332,43.7778573,Toronto Community Housing,Woburn,TRUE,Toronto Community Housing,Unknown,1969,2017,180,16,2021-04-17,75,FALSE,,FALSE,,,FALSE,
2180 Ellesmere Rd,-79.230979,43.777685,Toronto Community Housing,Woburn,TRUE,Toronto Community Housing,Unknown,1969,2017,180,16,2021-04-16,74,FALSE,,FALSE,,,FALSE,
927-931 Wilson Ave,-79.4699591,43.7297462,Mid-Wilson Apts Ltd,Downsview-Roding-CFB,TRUE,Privately owned,Mid-Wilson Apts Ltd,1960,2017,36,3,2020-10-15,76,TRUE,2021-02-18,FALSE,,,FALSE,
6061 Yonge St,-79.417672,43.790107,Minkirsh Investments,Newtonbrook East,TRUE,Privately owned,M&R Property Management,1968,2017,304,19,2019-11-18,89,TRUE,2016-11-23,FALSE,,,FALSE,
60 Callowhill Dr,-79.564301,43.682157,Unknown,Willowridge-Martingrove-Richview,TRUE,Privately owned,Summit Holdings,1968,2017,141,12,2020-11-19,74,FALSE,,FALSE,,,FALSE,
12 Kingston Rd,-79.3122204,43.6684238,Unknown,Woodbine Corridor,TRUE,Privately owned,Firm Capital Properties Inc,1970,2017,16,3,2020-11-24,75,FALSE,,FALSE,,,FALSE,
33 Erskine Ave,-79.397792,43.711069,Peberg Corporation,Mount Pleasant West,TRUE,Privately owned,Unknown,1964,2017,109,10,2019-10-29,78,TRUE,2019-06-20,FALSE,,,FALSE,
55 Erskine Ave,-79.396607,43.711326,Shall-May Holdings Limited,Mount Pleasant West,TRUE,Privately owned,Unknown,1964,2017,188,16,2019-10-29,81,FALSE,,FALSE,,,FALSE,
109 Erskine Ave,-79.394751,43.711607,109 Erskine Inc,Mount Pleasant West,TRUE,Privately owned,109 Erskine Inc,1947,2017,34,4,2019-10-29,79,FALSE,,FALSE,,,FALSE,
28 Broadway Ave,-79.3971242,43.710442,Unknown,Mount Pleasant West,TRUE,Toronto Community Housing,Unknown,1956,2017,75,3,2021-04-21,74,FALSE,,FALSE,,,FALSE,
241 Redpath Ave,-79.3938696,43.7114996,Mod Developments (Redpath) Gp Inc,Mount Pleasant West,TRUE,Privately owned,Unknown,1967,2017,46,12,2019-10-30,80,TRUE,2017-09-21,TRUE,2019,4%,FALSE,
408-414 Wilson Ave,-79.4416263,43.736043,Kinsale Investments Limited,Clanton Park,TRUE,Privately owned,Castlehill Property Management,1950,2017,32,3,2020-12-04,73,FALSE,,FALSE,,,FALSE,
11 Rosseau Rd,-79.4365674,43.7424109,South Sun Properties Inc,Clanton Park,TRUE,Privately owned,Mantler Management Ltd.,1956,2017,11,3,2020-10-14,81,TRUE,2019-02-04,FALSE,,,FALSE,
65 Dynevor Rd,-79.4491367,43.6915662,Tcr 2008 Equities Inc,Caledonia-Fairbank,TRUE,Privately owned,Unknown,1967,2017,90,9,2019-11-25,69,TRUE,2018-06-01,FALSE,,,FALSE,
2208 Dufferin St,-79.4484615,43.6906873,Unknown,Caledonia-Fairbank,TRUE,Privately owned,Unknown,1959,2017,18,4,2019-03-11,63,FALSE,,FALSE,,,FALSE,
7 Nashville Ave,-79.4735018,43.6831802,S & T Inc,Keelesdale-Eglinton West,TRUE,Privately owned,S & T Inc,1965,2017,23,4,2021-04-22,82,FALSE,,FALSE,,,FALSE,
177 Pendrith St,-79.4256584,43.6655587,Toronto Community Housing,Dovercourt-Wallace Emerson-Junction,TRUE,Toronto Community Housing,TCH,1964,2017,54,3,2021-04-14,76,FALSE,,FALSE,,,FALSE,
220 Oak St,-79.3568238,43.6628991,Toronto Community Housing,Regent Park,TRUE,Toronto Community Housing,Unknown,1972,2017,469,27,2019-12-03,68,FALSE,,FALSE,,,FALSE,
2 Phin Ave,-79.3358708,43.678807,Toronto Community Housing,Blake-Jones,TRUE,Toronto Community Housing,TCH,1970,2017,34,3,2021-05-14,71,FALSE,,FALSE,,,FALSE,
2 Wingreen Crt,-79.3420243,43.7395245,2818962 Ontario Inc,Banbury-Don Mills,TRUE,Privately owned,Unknown,1965,2017,11,3,2019-11-04,76,FALSE,,FALSE,,,FALSE,
4900 Bathurst St,-79.4430716,43.7723116,Imh 4900 Bathurst Ltd,Westminster-Branson,TRUE,Privately owned,Unknown,1962,2017,60,6,2019-11-07,81,TRUE,"2018-06-04, 2017-08-11, 2016-12-20",TRUE,2019,2.3%,FALSE,
9 Wingreen Crt,-79.3432258,43.7386039,2818962 Ontario Inc,Banbury-Don Mills,TRUE,Privately owned,Unknown,1965,2017,11,3,2019-02-05,89,FALSE,,FALSE,,,FALSE,
136 Broadway Ave,-79.391995,43.7112745,Unknown,Mount Pleasant West,TRUE,Privately owned,Imperra General Managment,1970,2017,39,6,2019-10-29,89,FALSE,,FALSE,,,FALSE,
12 Bater Ave,-79.3548233,43.6870739,Akelius Canada Ltd,Broadview North,TRUE,Privately owned,Akelius Canada Ltd,1927,2018,50,4,2019-12-04,76,TRUE,2017-06-02,TRUE,2019,0.6%,FALSE,
101 Cosburn Ave,-79.3496261,43.6889541,101 Cosburn Avenue Ltd,Broadview North,TRUE,Privately owned,Unknown,1960,2017,73,10,2019-12-09,79,TRUE,2021-01-04,FALSE,,,FALSE,
3886 Bathurst St,-79.4358608,43.7425606,Westdale Construction Co Ltd,Clanton Park,TRUE,Privately owned,Westdale Properties,1960,2017,28,4,2020-11-17,81,FALSE,,FALSE,,,FALSE,
8 Rosseau Rd,-79.4370805,43.7416567,Sunview Place Inc,Clanton Park,TRUE,Privately owned,Unknown,1957,2017,11,3,2019-03-06,88,FALSE,,FALSE,,,FALSE,
3908 Bathurst St,-79.4363237,43.7444469,Linfred Investments Limited,Clanton Park,TRUE,Privately owned,Unknown,1960,2017,29,4,2020-12-04,76,FALSE,,FALSE,,,FALSE,
4340 Bathurst St,-79.4384408,43.7536909,D D 4340 Bathurst Ltd,Clanton Park,TRUE,Privately owned,Unknown,1960,2017,50,6,2020-12-03,87,FALSE,,FALSE,,,FALSE,
15 Oxford Dr,-79.491353,43.688928,Stanchester Charitable Foundation Inc,Mount Dennis,TRUE,Social housing,Dms Property Management Ltd.,1982,2017,174,10,2020-11-03,84,FALSE,,FALSE,,,FALSE,
200 Dora Spencer Rd,-79.5050709,43.6917628,Our Lady Of Victory,Mount Dennis,TRUE,Social housing,Unknown,1992,2017,125,9,2019-11-06,90,FALSE,,FALSE,,,FALSE,
4400 Jane St,-79.5201411,43.765225,Toronto Community Housing,Black Creek,TRUE,Toronto Community Housing,TCH,1970,2017,164,12,2020-10-19,64,FALSE,,FALSE,,,FALSE,
5 Leila Lane,-79.4452425,43.7212932,Toronto Community Housing,Englemount-Lawrence,TRUE,Toronto Community Housing,TCH,1957,2017,31,3,2021-04-30,69,FALSE,,FALSE,,,FALSE,
1 Leila Lane,-79.4459441,43.7230957,Unknown,Englemount-Lawrence,TRUE,Toronto Community Housing,TCH,1957,2017,31,3,2018-12-13,74,FALSE,,FALSE,,,FALSE,
51 Blossomfield Dr,-79.4481421,43.718567,Toronto Community Housing,Yorkdale-Glen Park,TRUE,Toronto Community Housing,TCH,1957,2017,30,4,2021-04-30,67,FALSE,,FALSE,,,FALSE,
9 Flemington Rd,-79.4460426,43.7187404,Toronto Community Housing,Yorkdale-Glen Park,TRUE,Toronto Community Housing,TCH,1957,2017,30,4,2020-12-09,72,FALSE,,FALSE,,,FALSE,
5 Harding Ave,-79.502417,43.699326,Harding Residences Limited Trustee,Brookhaven-Amesbury,TRUE,Privately owned,Medallion Corporation,2008,2017,184,9,2019-11-06,77,FALSE,,FALSE,,,FALSE,
155 Neptune Dr,-79.440156,43.730023,Unknown,Englemount-Lawrence,TRUE,Toronto Community Housing,TCH,1974,2017,48,4,2020-12-01,80,FALSE,,FALSE,,,FALSE,
80 Gowan Ave,-79.351591,43.68814,Tc Core Gp Inc,Broadview North,TRUE,Privately owned,Unknown,1968,2017,88,11,2018-12-19,86,TRUE,2018-01-03,TRUE,2018,0.47%,FALSE,
15 Gamble Ave,-79.3538131,43.6891836,2594181 Ontario Limited,Broadview North,TRUE,Privately owned,Unknown,1958,2019,27,3,2020-12-10,78,FALSE,,FALSE,,,FALSE,
644 Sheppard Ave E,-79.38308,43.769621,High Park Bayview Inc,Bayview Village,TRUE,Privately owned,Gwlra Residential,1970,2017,128,18,2019-11-07,87,TRUE,"2020-04-20, 2018-05-08",FALSE,,,FALSE,
814 Broadview Ave,-79.3589222,43.6779317,Unknown,Playter Estates-Danforth,TRUE,Privately owned,Unknown,1950,2017,24,3,2021-04-21,61,FALSE,,FALSE,,,FALSE,
508 Danforth Rd,-79.2670045,43.7092699,Unknown,Clairlea-Birchmount,TRUE,Privately owned,Unknown,1959,2017,24,3,2020-11-18,78,FALSE,,FALSE,,,FALSE,
8 Bexhill Crt,-79.5208578,43.6617108,Hedie Investments Limited,Edenbridge-Humber Valley,TRUE,Privately owned,Unknown,1952,2017,13,4,2020-12-02,80,TRUE,2017-03-10,TRUE,2018,0.2%,FALSE,
1401 Dupont St,-79.4468796,43.6663303,Dupont/Lansdowne Holdings Inc,Dovercourt-Wallace Emerson-Junction,TRUE,Privately owned,Firm Capital Properties Inc,2006,2017,171,6,2019-11-21,79,TRUE,2020-11-27,FALSE,,,FALSE,
1407 Dupont St,-79.4475699,43.6662171,Unknown,Dovercourt-Wallace Emerson-Junction,TRUE,Privately owned,Firm Capital Properties Inc,2008,2017,75,6,2019-11-21,79,FALSE,,FALSE,,,FALSE,
3892 Bathurst St,-79.4360127,43.7434103,Unknown,Clanton Park,TRUE,Privately owned,Unknown,1958,2017,29,4,2020-11-19,84,FALSE,,FALSE,,,FALSE,
139 Eighth St,-79.506581,43.6014943,Islington 8th Street Inc,New Toronto,TRUE,Privately owned,Capreit,1960,2017,47,3,2020-12-08,83,FALSE,,FALSE,,,FALSE,
147 Eighth St,-79.5067883,43.6020887,Islington 8th Street Inc,New Toronto,TRUE,Privately owned,Capreit,1960,2017,52,4,2020-12-08,81,TRUE,2021-03-16,FALSE,,,FALSE,
1 Claude Ave,-79.4517516,43.6398345,Akelius Canada Ltd,High Park-Swansea,TRUE,Privately owned,Akelius Canada Ltd,1960,2018,30,3,2020-10-27,77,FALSE,,FALSE,,,FALSE,
10 Chichester Pl,-79.3214864,43.7764401,Verbana Construction Ltd,L'Amoreaux,TRUE,Privately owned,Unknown,1971,2017,220,16,2019-11-27,82,TRUE,2019-02-21,FALSE,,,FALSE,
414 Jarvis St,-79.378131,43.6647744,414 Jarvis Residences Corp,Church-Yonge Corridor,TRUE,Privately owned,Firm Capital Properties Inc,1960,2017,35,4,2020-12-17,72,FALSE,,FALSE,,,FALSE,
409 Huron St,-79.4008276,43.6666207,2524991 Ontario Corp,University,TRUE,Privately owned,Impressions Group,1898,2018,42,4,2021-04-27,65,FALSE,,FALSE,,,FALSE,
359 Kipling Ave,-79.5179296,43.6009956,Unknown,New Toronto,TRUE,Privately owned,Mars Investments Co.,1967,2017,12,3,2020-11-24,75,FALSE,,FALSE,,,FALSE,
305-307 Parliament St,-79.3655541,43.6590387,Unknown,Regent Park,TRUE,Social housing,Mainstay Housing,1989,2017,10,3,2020-12-15,88,FALSE,,FALSE,,,FALSE,
1245 King St W,-79.4287764,43.6384902,Unknown,South Parkdale,TRUE,Social housing,Houselink Community Homes,1987,2017,39,3,2021-04-28,66,FALSE,,FALSE,,,FALSE,
20 Holly St,-79.396522,43.704931,Holly-Soudan Ventures Inc,Mount Pleasant West,TRUE,Privately owned,Holly-Soudan Ventures Inc.,1975,2017,66,14,2019-12-09,96,FALSE,,FALSE,,,FALSE,
435 Eglinton Ave E,-79.3831751,43.7095511,2406633 Ontario Inc,Mount Pleasant East,TRUE,Privately owned,Unknown,1965,2017,52,12,2020-12-08,86,FALSE,,FALSE,,,FALSE,
63 Roehampton Ave,-79.396535,43.708054,Qres Iv Operating Gp Inc,Mount Pleasant West,TRUE,Privately owned,Q Residential,1928,2017,56,4,2020-12-08,84,FALSE,,FALSE,,,FALSE,
801 Mount Pleasant Rd,-79.389977,43.708659,Toronto Community Housing,Mount Pleasant East,TRUE,Toronto Community Housing,Unknown,1983,2017,185,10,2019-10-28,78,FALSE,,FALSE,,,FALSE,
86 Neptune Dr,-79.4373952,43.7325662,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1956,,12,3,2019-11-20,66,FALSE,,FALSE,,,FALSE,
88 Neptune Dr,-79.4377214,43.7324971,1801378 Ontario Inc,Englemount-Lawrence,TRUE,Privately owned,Nmr Properties,1956,,11,3,2020-12-01,67,TRUE,2020-01-02,FALSE,,,FALSE,
45 Wasdale Cres,-79.4363693,43.7303919,Knrs Properties Inc,Englemount-Lawrence,TRUE,Privately owned,Knrs Properties Inc,1955,2017,25,3,2019-11-21,80,FALSE,,FALSE,,,FALSE,
31 Wasdale Cres,-79.4343339,43.7308793,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1950,2018,11,3,2019-01-30,80,FALSE,,FALSE,,,FALSE,
23 Neptune Dr,-79.4339116,43.7309396,Unknown,Englemount-Lawrence,TRUE,Privately owned,Unknown,1950,2017,10,3,2019-03-05,81,FALSE,,FALSE,,,FALSE,
839 Roselawn Ave,-79.4400319,43.7022103,Matanah Investments Corp,Briar Hill-Belgravia,TRUE,Privately owned,Cando Apartments Ltd.,1955,2017,36,7,2020-12-14,88,TRUE,"2018-12-31, 2016-03-07",TRUE,2017,0.5%,FALSE,
836 Roselawn Ave,-79.4397934,43.7027584,2478443 Ontario Ltd,Briar Hill-Belgravia,TRUE,Privately owned,2478443 Ontario Ltd.,1965,2017,26,3,2020-12-17,73,FALSE,,FALSE,,,FALSE,
377 Ridelle Ave,-79.4401316,43.7038844,Nubury Properties Limited,Briar Hill-Belgravia,TRUE,Privately owned,King's College Management Ltd.,1967,2017,231,18,2019-11-20,69,FALSE,,FALSE,,,FALSE,
1090 Roselawn Ave,-79.4491484,43.7009051,Unknown,Briar Hill-Belgravia,TRUE,Privately owned,Accadia Apartments,1960,2017,62,5,2020-12-22,74,FALSE,,FALSE,,,FALSE,
851 Briar Hill Ave,-79.4423265,43.7044411,Unknown,Briar Hill-Belgravia,TRUE,Privately owned,Unknown,1960,2017,10,3,2020-11-20,80,FALSE,,FALSE,,,FALSE,
294 Lake Promenade,-79.5340789,43.58872,Two View Investments Inc,Long Branch,TRUE,Privately owned,Two View Investments,1950,2017,14,4,2019-10-30,81,FALSE,,FALSE,,,FALSE,
55 Forty Second St,-79.543417,43.588646,Imh 55 Forty-Second Ltd,Long Branch,TRUE,Privately owned,Greenwininc,1950,2017,26,4,2020-11-24,82,TRUE,2019-11-29,FALSE,,,FALSE,
6 Glamorgan Ave,-79.2847755,43.7693845,Toronto Community Housing,Dorset Park,TRUE,Toronto Community Housing,Unknown,1971,2017,184,12,2020-12-17,84,FALSE,,FALSE,,,FALSE,
3941 Lawrence Ave E,-79.2044877,43.763627,Unknown,Woburn,TRUE,Toronto Community Housing,Del Management,1970,2017,33,3,2019-11-28,69,FALSE,,FALSE,,,FALSE,
11 Ruddington Dr,-79.391591,43.787744,Doel Development Corporation Limited,Bayview Woods-Steeles,TRUE,Privately owned,Unknown,1968,2017,155,13,2019-11-06,87,TRUE,2020-05-05,FALSE,,,FALSE,
855 Millwood Rd,-79.3662775,43.7041535,Unknown,Leaside-Bennington,TRUE,Privately owned,Unknown,1960,2017,22,3,2021-04-27,60,FALSE,,FALSE,,,FALSE,
4 Kingston Rd,-79.3127731,43.6679077,Unknown,Woodbine Corridor,TRUE,Privately owned,Firm Capital Properties Inc,1970,2017,16,4,2020-11-24,75,FALSE,,FALSE,,,FALSE,
57 Rawlinson Ave,-79.3877041,43.7096746,Denwin Investments Ltd,Mount Pleasant East,TRUE,Privately owned,Denwin Investments Limited,1959,2017,36,4,2019-10-28,75,FALSE,,FALSE,,,FALSE,
65 Broadway Ave,-79.3952797,43.709929,Unknown,Mount Pleasant West,TRUE,Privately owned,Times Group,1956,2017,71,4,2019-02-28,71,FALSE,,FALSE,,,FALSE,
100 Roehampton Ave,-79.395319,43.709059,Kamato Holdings Limited,Mount Pleasant West,TRUE,Privately owned,Park Property Management Inc.,1961,2017,211,14,2019-12-10,79,FALSE,,FALSE,,,FALSE,
415 Wilson Ave,-79.4393428,43.7360225,Unknown,Clanton Park,TRUE,Privately owned,Unknown,1960,2017,10,3,2020-10-19,76,FALSE,,FALSE,,,FALSE,
45 Faywood Blvd,-79.4465422,43.7368195,45 Faywood Holdings Inc,Clanton Park,TRUE,Privately owned,Compten Management Inc.,1960,2017,33,4,2020-12-09,81,FALSE,,FALSE,,,FALSE,
8 Vinci Cres,-79.4461257,43.7362394,8 Vinci Holdings Inc,Clanton Park,TRUE,Privately owned,Compten Management Inc.,1960,2017,33,4,2020-12-09,79,FALSE,,FALSE,,,FALSE,
3896 Bathurst St,-79.4361467,43.7439631,Dd 3892-3894-3896 Bathrust Ltd,Clanton Park,TRUE,Privately owned,Unknown,1958,2017,30,4,2020-11-19,86,TRUE,2017-04-20,FALSE,,,FALSE,
480 Caledonia Rd,-79.4611443,43.689578,Unknown,Caledonia-Fairbank,TRUE,Privately owned,Unknown,1960,2017,28,4,2020-12-15,78,FALSE,,FALSE,,,FALSE,
526 Harvie Ave,-79.456219,43.6908102,Harvie Avenue Family Estates Inc,Caledonia-Fairbank,TRUE,Privately owned,Property Services Inc.,1960,2017,29,3,2020-11-02,83,FALSE,,FALSE,,,FALSE,
31 Clearview Hts,-79.4796631,43.6927896,Clearview Heights Holdings Limited,Beechborough-Greenbrook,TRUE,Privately owned,Artisan Corporation,1955,2017,43,4,2019-01-16,86,FALSE,,FALSE,,,FALSE,
1525 Dundas St W,-79.4324175,43.6491654,Toronto Community Housing,Little Portugal,TRUE,Toronto Community Housing,Unknown,1959,2017,106,6,2020-10-27,67,FALSE,,FALSE,,,FALSE,
61 Pelham Park Gdns,-79.45795,43.66923,Toronto Community Housing,Weston-Pellam Park,TRUE,Toronto Community Housing,Unknown,1968,2017,352,17,2020-10-27,59,FALSE,,FALSE,,,FALSE,
275 Shuter St,-79.3678854,43.6557424,Toronto Community Housing,Moss Park,TRUE,Toronto Community Housing,Unknown,1964,2017,299,16,2021-04-28,61,FALSE,,FALSE,,,FALSE,
59 Edgewood Ave,-79.3130963,43.6716563,Toronto Community Housing,Woodbine Corridor,TRUE,Toronto Community Housing,TCH,1956,2017,53,4,2021-04-09,66,FALSE,,FALSE,,,FALSE,
15 Tobermory Dr,-79.5088763,43.7604593,Toronto Community Housing,Black Creek,TRUE,Toronto Community Housing,TCH,1972,2017,374,24,2019-11-19,67,FALSE,,FALSE,,,FALSE,
1761 Sheppard Ave E,-79.343205,43.775594,Homestead Land Holdings Ltd,Henry Farm,TRUE,Privately owned,Unknown,2010,2017,74,7,2019-11-18,97,FALSE,,FALSE,,,FALSE,
34 St Dennis Dr,-79.3298195,43.7190443,Unknown,Flemingdon Park,TRUE,Privately owned,Unknown,1964,2017,56,4,2019-11-06,90,FALSE,,FALSE,,,FALSE,
230 Sackville St,-79.363064,43.659546,Toronto Community Housing,Regent Park,TRUE,Toronto Community Housing,TCH,2013,2017,155,10,2020-10-28,93,FALSE,,FALSE,,,FALSE,
26 Carluke Cres,-79.390611,43.76121,26 32 & 38 Carluke Crescent Limited,St.Andrew-Windfields,TRUE,Privately owned,Medallion Corporation,1964,2017,157,14,2019-10-28,83,TRUE,"2019-05-01, 2018-08-09",TRUE,2019,0.02%,FALSE,
36 Spencer Ave,-79.4299976,43.6349638,Unknown,South Parkdale,TRUE,Privately owned,Pennylane Properties,2017,2018,46,8,2021-04-23,91,FALSE,,FALSE,,,FALSE,
9 Stag Hill Dr,-79.310638606607,43.7035042278207,Unknown,O'Connor-Parkview,TRUE,Privately owned,Greenwin Corp.,1953,2018,15,4,2021-04-21,84,FALSE,,FALSE,,,FALSE,
39 Niagara St,-79.400758,43.641547,Unknown,Waterfront Communities-The Island,TRUE,Privately owned,Minto Properties,2019,2020,501,18,2020-12-22,97,FALSE,,FALSE,,,FALSE,
50 Regent Park Blvd,-79.3617469,43.659421,Toronto Community Housing,Regent Park,TRUE,Toronto Community Housing,Unknown,,,155,9,2021-04-19,94,FALSE,,FALSE,,,FALSE,
2877 A Ellesmere Rd,-79.2034899,43.7806333,Unknown,Morningside,TRUE,Social housing,Greenwin Corp.,1976,2018,126,12,2021-04-28,87,FALSE,,FALSE,,,FALSE,
1139 O'connor Dr,-79.307895,43.711441,1474367 Ontario Inc,O'Connor-Parkview,TRUE,Privately owned,Unknown,1951,,12,3,2021-04-21,83,FALSE,,FALSE,,,FALSE,
993 O'connor Dr,-79.309788,43.708966,Unknown,O'Connor-Parkview,TRUE,Privately owned,Unknown,1951,2018,12,3,2020-11-27,80,FALSE,,FALSE,,,FALSE,
1127 O'connor Dr,-79.308252,43.710983,Unknown,O'Connor-Parkview,TRUE,Privately owned,Unknown,1951,,11,3,2020-11-27,69,FALSE,,FALSE,,,FALSE,
1153 O'connor Dr,-79.307671,43.711729,First Point Investments Inc,O'Connor-Parkview,TRUE,Privately owned,Nivist Developments Ltd,1953,2019,11,3,2020-12-03,79,FALSE,,FALSE,,,FALSE,
75 Cooperage St,-79.356507,43.653317,Wigwamen Incorporated,Waterfront Communities-The Island,TRUE,Social housing,Wigwamen Incorporated,2016,2018,145,12,2021-04-26,94,FALSE,,FALSE,,,FALSE,
1981 Dundas St E,-79.3153529,43.6689382,Cm Puopolo Holdings Inc,Woodbine Corridor,TRUE,Privately owned,Unknown,1958,2017,12,3,2020-11-19,74,FALSE,,FALSE,,,FALSE,
84 Willow Ave,-79.2866946,43.6726723,Westwood Holdings (X) Inc,The Beaches,TRUE,Privately owned,Unknown,1920,2017,18,3,2020-11-28,63,FALSE,,FALSE,,,FALSE,
12 Broadway Ave,-79.3981861,43.710406,Unknown,Mount Pleasant West,TRUE,Toronto Community Housing,TCH,1993,2017,57,7,2019-10-29,92,FALSE,,FALSE,,,FALSE,
2307 Lake Shore Blvd W,-79.4863776,43.617839,Floriri Village Investments Inc,Mimico (includes Humber Bay Shores),TRUE,Privately owned,Unknown,1959,2017,38,4,2019-02-15,89,FALSE,,FALSE,,,FALSE,
57 Mabelle Ave,-79.529259,43.645462,Unknown,Islington-City Centre West,TRUE,Toronto Community Housing,Del Managment,1962,2017,255,19,2020-10-20,85,FALSE,,FALSE,,,FALSE,
4110 Lawrence Ave E,-79.1950293,43.7666938,Toronto Community Housing,West Hill,TRUE,Toronto Community Housing,Del Managment,1972,2017,185,11,2021-04-14,82,FALSE,,FALSE,,,FALSE,
2 Wycombe Rd,-79.4871349,43.7430025,1846022 Ontario,Downsview-Roding-CFB,TRUE,Privately owned,1846022 Ontario Limited,1960,2017,40,3,2020-11-04,84,TRUE,"2020-09-16, 2017-08-24",FALSE,,,FALSE,
10 Wycombe Rd,-79.4876752,43.7432848,1846022 Ontario,Downsview-Roding-CFB,TRUE,Privately owned,1846022 Ontario Limited,1960,2017,40,3,2020-10-13,81,TRUE,"2020-03-05, 2017-08-24",FALSE,,,FALSE,
135 Keewatin Ave,-79.3954662,43.7129402,Shorecrest Arms Limited,Mount Pleasant West,TRUE,Privately owned,Unknown,1958,2017,52,4,2019-10-30,83,FALSE,,FALSE,,,FALSE,
246 Cosburn Ave,-79.3430206,43.6908789,Hassia Investments Limited,Old East York,TRUE,Privately owned,Unknown,1955,2017,40,6,2020-11-18,87,FALSE,,FALSE,,,FALSE,
150 Cosburn Ave,-79.346115,43.6902851,Bernada Properties,Old East York,TRUE,Privately owned,Bernada Properties,1962,2017,153,12,2019-12-05,77,FALSE,,FALSE,,,FALSE,
325 Sammon Ave,-79.3348308,43.6866238,2712866 Ontario Ltd,Danforth East York,TRUE,Privately owned,Brayden Irwin,1950,2017,26,3,2020-12-15,83,FALSE,,FALSE,,,FALSE,
3884 Bathurst St,-79.4357859,43.7422598,Westdale Construction Co Ltd,Clanton Park,TRUE,Privately owned,Westdale Properties,1960,2017,28,4,2019-11-07,69,FALSE,,FALSE,,,FALSE,
1042 Sheppard Ave W,-79.4620204,43.7508249,Dafila Holdings Inc,Bathurst Manor,TRUE,Privately owned,Firm Capital,1950,2017,16,4,2020-10-14,89,TRUE,2019-08-14,FALSE,,,FALSE,
