Address,Longitude,Latitude,Neighbourhood,Apartment Building,Apartment Building Property Type,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,Property Management Or Landlord,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By
211 Wilson Ave,-79.4255768,43.7387628,Bedford Park-Nortown,TRUE,PRIVATE,1960,2017,26,3,High Value Consultants Ltd,2020-12-15,79,FALSE,,FALSE,,
193 Wilson Ave,-79.4226753,43.7392996,Bedford Park-Nortown,TRUE,TCHC,1982,2017,125,5,,2019-11-19,79,FALSE,,FALSE,,
166 Wilson Ave,-79.420906,43.740393,Bedford Park-Nortown,TRUE,PRIVATE,1950,2017,60,4,Cogir Management Corporation,2019-01-15,91,TRUE,"2017-08-11, 2016-07-29",TRUE,2017,0.96%
2181 Avenue Rd,-79.421313,43.741848,Bedford Park-Nortown,TRUE,PRIVATE,1950,2017,64,4,Cogir Management Corporation,2020-12-15,87,FALSE,,FALSE,,
2222 Weston Rd,-79.5276769,43.7038363,Weston,TRUE,PRIVATE,1961,2017,65,6,Cogir Management Corporation,2019-11-05,87,TRUE,"2018-05-10, 2017-07-31",FALSE,,
2220 Weston Rd,-79.5272811,43.703596,Weston,TRUE,PRIVATE,1961,2017,93,6,Cogir Management Corporation,2019-11-05,87,TRUE,"2018-05-09, 2017-07-31",FALSE,,
230 Woolner Ave,-79.493466,43.672168,Rockcliffe-Smythe,TRUE,PRIVATE,1960,2017,130,9,Tivoli Towers,2019-11-06,74,FALSE,,FALSE,,
1061 Weston Rd,-79.4863998,43.6857188,Mount Dennis,TRUE,PRIVATE,1952,2019,11,3,,2021-04-15,67,FALSE,,FALSE,,
31 Rockcliffe Blvd,-79.4909277,43.6813003,Rockcliffe-Smythe,TRUE,PRIVATE,1960,2017,39,3,,2020-12-02,79,FALSE,,FALSE,,
15 Gray Ave,-79.493075,43.681175,Rockcliffe-Smythe,TRUE,PRIVATE,1958,2017,17,3,Norcap Properties Inc.,2020-11-26,81,FALSE,,FALSE,,
890 Jane St,-79.4963488,43.676591,Rockcliffe-Smythe,TRUE,PRIVATE,1973,2017,146,15,Monterey Park Inc.,2019-12-05,75,TRUE,2019-11-05,FALSE,,
325 Gerrard St E,-79.3655085,43.6621117,Regent Park,TRUE,TCHC,1980,2017,72,6,TCH,2019-12-03,58,FALSE,,FALSE,,
31 Glen Everest Rd,-79.2522959,43.7005853,Birchcliffe-Cliffside,TRUE,PRIVATE,1971,2017,22,3,,2020-11-17,73,FALSE,,FALSE,,
2560 Kingston Rd,-79.2474809,43.7129107,Cliffcrest,TRUE,PRIVATE,1967,2017,201,17,Wj Properties,2019-11-20,85,TRUE,2018-04-12,FALSE,,
10 Macey Ave,-79.2871188,43.6922828,Oakridge,TRUE,PRIVATE,1969,2017,255,16,Metcap Living Management Inc,2020-11-20,65,TRUE,2016-11-23,TRUE,2017,0.14%
1477 Bayview Ave,-79.37384,43.703116,Leaside-Bennington,TRUE,PRIVATE,1941,2017,105,3,1330192 Ontario,2019-11-01,74,TRUE,2018-07-27,FALSE,,
892 Eglinton Ave E,-79.3641214,43.7140398,Leaside-Bennington,TRUE,PRIVATE,1961,2017,37,4,,2019-10-30,85,FALSE,,FALSE,,
1770 Wilson Ave,-79.5173246,43.7193042,Downsview-Roding-CFB,TRUE,PRIVATE,1954,2017,31,3,,2021-04-20,63,FALSE,,FALSE,,
4109 Bathurst St,-79.4358653,43.7464182,Lansing-Westgate,TRUE,PRIVATE,1950,2017,10,3,,2021-04-16,63,FALSE,,FALSE,,
4141 Bathurst St,-79.436242,43.748044,Lansing-Westgate,TRUE,PRIVATE,1959,2017,30,3,Starlight Investments,2020-12-10,92,TRUE,"2019-07-04, 2018-10-01",FALSE,,
5430 Yonge St,-79.4152216,43.7759737,Willowdale West,TRUE,TCHC,1986,2017,239,14,,2018-01-09,76,FALSE,,FALSE,,
4981 Bathurst St,-79.4431385,43.776253,Newtonbrook West,TRUE,PRIVATE,1959,2017,96,6,,2019-11-06,90,FALSE,,FALSE,,
5754 Yonge St,-79.416835,43.78335,Newtonbrook West,TRUE,PRIVATE,1970,2017,118,12,Falco Properties,2019-01-11,89,TRUE,2019-01-04,FALSE,,
2688 Bloor St W,-79.4971174,43.6503164,Kingsway South,TRUE,PRIVATE,1949,2017,21,4,Orchard Apartments (Bloor) Inc,2020-11-04,77,FALSE,,FALSE,,
2690 Bloor St W,-79.4973665,43.6503348,Kingsway South,TRUE,PRIVATE,1949,2017,18,4,Orchard Apartments (Bloor) Inc,2020-11-04,75,FALSE,,FALSE,,
773 The Queensway,-79.5051243,43.6254584,Stonegate-Queensway,TRUE,SOCIAL HOUSING,1993,2017,63,3,Greenwin Inc.,2019-10-29,87,FALSE,,FALSE,,
800 Royal York Rd,-79.5079028168117,43.6380579329283,Stonegate-Queensway,TRUE,PRIVATE,1965,2017,60,6,Summa Property Management,2019-10-29,76,FALSE,,FALSE,,
8 Lomond Dr,-79.5227557,43.6463479,Islington-City Centre West,TRUE,PRIVATE,1973,2017,183,24,E. Manson Investments Limited,2020-11-12,79,FALSE,,FALSE,,
2493 Lake Shore Blvd W,-79.4879244,43.6123826,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1961,2017,151,8,Homestead Land Holdings,2019-11-01,84,TRUE,2020-01-03,FALSE,,
121 Parkway Forest Dr,-79.3407071,43.775379,Henry Farm,TRUE,PRIVATE,2006,2017,232,14,Greenwin Inc.,2019-11-18,91,FALSE,,FALSE,,
2323 Lake Shore Blvd W,-79.4866754,43.616938,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1960,2017,133,10,Shoreline Towers,2019-11-01,81,TRUE,2019-04-08,FALSE,,
35 Cedarcroft Blvd,-79.448233,43.782863,Westminster-Branson,TRUE,PRIVATE,1967,2017,207,13,35 Cedarcroft Boulevard Ltd,2020-10-28,71,FALSE,,FALSE,,
101 Marlee Ave,-79.4404757,43.7014719,Forest Hill North,TRUE,PRIVATE,1955,2017,58,6,Canal Property Management,2020-12-15,79,TRUE,"2019-05-09, 2017-03-14",FALSE,,
1215 Bayview Ave,-79.3716056,43.6972741,Leaside-Bennington,TRUE,PRIVATE,1940,2017,38,4,,2018-12-27,92,FALSE,,FALSE,,
2701 Eglinton Ave W,-79.4775006,43.6893547,Keelesdale-Eglinton West,TRUE,PRIVATE,1953,2019,49,4,,2019-11-06,75,FALSE,,FALSE,,
77 Gerrard St W,-79.3853824,43.6582749,Bay Street Corridor,TRUE,PRIVATE,1973,2017,220,22,Bentallgreenoak (Canada) Lp,2019-11-26,95,FALSE,,FALSE,,
2412 Queen St E,-79.2794744,43.6748736,Birchcliffe-Cliffside,TRUE,PRIVATE,1957,2017,17,3,,2020-11-04,76,FALSE,,FALSE,,
2440 Queen St E,-79.2785088,43.6751761,Birchcliffe-Cliffside,TRUE,PRIVATE,1970,2017,24,6,Imperra General Managment,2019-11-19,83,FALSE,,FALSE,,
10 Glen Everest Rd,-79.2547811,43.6993333,Birchcliffe-Cliffside,TRUE,TCHC,1970,2017,350,17,,2021-04-13,82,FALSE,,FALSE,,
160 Balmoral Ave,-79.401004,43.6844973,Casa Loma,TRUE,PRIVATE,1965,2017,89,12,Glen Corporation,2019-11-27,80,TRUE,"2020-12-22, 2019-07-24, 2018-03-05",TRUE,2018,0.2%
55 The Esplanade,-79.3739398,43.6463672,Waterfront Communities-The Island,TRUE,TCHC,1983,2017,166,12,,2021-04-28,78,FALSE,,FALSE,,
85 The Esplanade,-79.3729635,43.6473229,Waterfront Communities-The Island,TRUE,SOCIAL HOUSING,1997,2017,128,7,Affordable Property Management,2019-11-26,80,FALSE,,FALSE,,
2 Market St,-79.3715156,43.6472251,Waterfront Communities-The Island,TRUE,SOCIAL HOUSING,1997,,141,10,,2021-04-28,81,FALSE,,FALSE,,
147 Queen St E,-79.3726777,43.6535763,Moss Park,TRUE,SOCIAL HOUSING,1900,2017,76,7,Fred Victor Centre,2021-04-28,76,FALSE,,FALSE,,
95 Lawton Blvd,-79.3964591,43.6933489,Yonge-St.Clair,TRUE,PRIVATE,1965,2017,60,7,Cromwell Management Inc.,2020-12-09,73,FALSE,,FALSE,,
23 Lascelles Blvd,-79.3985423,43.6954864,Yonge-St.Clair,TRUE,PRIVATE,1957,2017,235,18,O'shanter Development Company,2019-11-28,87,TRUE,2017-06-06,FALSE,,
190 John St,-79.3918806,43.650972,Kensington-Chinatown,TRUE,TCHC,1992,2017,26,4,,2019-11-25,80,FALSE,,FALSE,,
50 Stephanie St,-79.39217,43.651484,Kensington-Chinatown,TRUE,PRIVATE,1966,2017,284,24,Bernada Properties,2020-12-10,84,FALSE,,FALSE,,
25 Mutual St,-79.374341,43.654354,Church-Yonge Corridor,TRUE,TCHC,1983,2017,97,11,Greenwin,2020-11-04,70,FALSE,,FALSE,,
780 Eglinton Ave W,-79.4227023,43.7019641,Forest Hill North,TRUE,PRIVATE,1952,2017,87,7,Hollyburn Properties Ltd.,2019-11-21,81,TRUE,"2018-12-10, 2017-05-09",FALSE,,
790 Eglinton Ave W,-79.4236,43.701691,Forest Hill North,TRUE,TCHC,1941,2017,57,4,,2019-11-21,69,FALSE,,FALSE,,
655 Briar Hill Ave,-79.4274042,43.7075798,Forest Hill North,TRUE,PRIVATE,1967,2017,36,4,Mountrealco,2020-10-29,83,TRUE,2019-06-10,FALSE,,
668 Roselawn Ave,-79.424616,43.705895,Forest Hill North,TRUE,SOCIAL HOUSING,1988,2017,125,9,G,2019-11-21,77,FALSE,,FALSE,,
665 Roselawn Ave,-79.424876,43.705081,Forest Hill North,TRUE,PRIVATE,1959,2017,87,5,,2020-10-28,89,FALSE,,FALSE,,
88 Erskine Ave,-79.396017,43.712343,Mount Pleasant West,TRUE,PRIVATE,1970,2017,491,27,Greenwin Inc.,2019-10-29,83,TRUE,2018-02-06,TRUE,2018,1.45%
77 Pembroke St,-79.3723532,43.6589439,Moss Park,TRUE,PRIVATE,1896,2017,16,4,Victorian Rentals Limited,2020-10-28,69,FALSE,,FALSE,,
95 Pembroke St,-79.3726419,43.6595619,Moss Park,TRUE,PRIVATE,1885,2017,19,3,Victorian Rentals Limited,2020-12-20,80,FALSE,,FALSE,,
80 Dundas St E,-79.377817,43.656571,Church-Yonge Corridor,TRUE,SOCIAL HOUSING,1995,2017,138,15,,2019-12-02,76,FALSE,,FALSE,,
115 Eglinton Ave W,-79.4021812,43.7056949,Yonge-Eglinton,TRUE,PRIVATE,1950,2017,18,3,,2019-02-25,64,FALSE,,FALSE,,
107 Roselawn Ave,-79.4024833,43.7100111,Yonge-Eglinton,TRUE,PRIVATE,1954,2017,21,4,,2020-10-28,76,FALSE,,FALSE,,
487 Duplex Ave,-79.4005325,43.7101176,Yonge-Eglinton,TRUE,PRIVATE,1900,2017,36,3,Ds Management,2020-11-05,85,FALSE,,FALSE,,
155 Wellesley St E,-79.375376,43.666257,Cabbagetown-South St.James Town,TRUE,PRIVATE,1966,2017,118,18,Metcap Living Management Inc.,2019-12-03,95,FALSE,,FALSE,,
32 Grenville St,-79.3853346,43.6619309,Bay Street Corridor,TRUE,SOCIAL HOUSING,1900,2017,50,12,Loft Community Services,2019-12-03,91,FALSE,,FALSE,,
14 Chatsworth Dr,-79.4025712,43.722356,Lawrence Park South,TRUE,PRIVATE,1936,2017,41,4,,2019-11-20,79,FALSE,,FALSE,,
3000 Yonge St,-79.4023699,43.7237729,Lawrence Park South,TRUE,PRIVATE,1955,2017,272,12,O'shanter Development Company,2019-11-20,85,TRUE,2020-01-02,FALSE,,
100 Goodwood Park Crt,-79.2968855,43.6954624,Taylor-Massey,TRUE,PRIVATE,1956,2017,102,6,Ranee Management,2019-12-09,94,TRUE,2019-04-24,FALSE,,
137 Isabella St,-79.376716,43.669078,North St.James Town,TRUE,PRIVATE,1960,2017,56,7,Pinedale Properties Ltd,2019-12-03,86,FALSE,,FALSE,,
10 Huntley St,-79.3782167,43.6686042,North St.James Town,TRUE,PRIVATE,1960,2017,116,20,Glen Corporation,2020-11-19,85,FALSE,,FALSE,,
2920 St Clair Ave E,-79.3002017,43.7084805,O'Connor-Parkview,TRUE,PRIVATE,1956,2017,15,4,Owner,2020-11-18,79,FALSE,,FALSE,,
195 Barrington Ave,-79.3029438,43.6948901,Taylor-Massey,TRUE,PRIVATE,1967,2017,250,17,Ranee Management,2019-12-09,86,FALSE,,FALSE,,
100 Gloucester St,-79.379842,43.668042,Church-Yonge Corridor,TRUE,PRIVATE,1960,2017,212,11,,2020-11-19,72,FALSE,,FALSE,,
55 Isabella St,-79.383087,43.667795,Church-Yonge Corridor,TRUE,PRIVATE,1965,2017,82,12,Cromwell Management Inc.,2019-12-03,71,FALSE,,FALSE,,
55 Charles St E,-79.383491,43.668843,Church-Yonge Corridor,TRUE,PRIVATE,1958,2017,75,9,Reitter Management Corporation,2019-11-27,79,FALSE,,FALSE,,
44 Huntley St,-79.3789468,43.6700599,North St.James Town,TRUE,PRIVATE,1915,2017,26,3,,2019-12-03,73,FALSE,,FALSE,,
841 Queen St E,-79.3438597,43.6600395,South Riverdale,TRUE,SOCIAL HOUSING,1988,2017,36,3,,2021-04-23,62,FALSE,,FALSE,,
40 High Park Ave,-79.466353,43.654876,High Park North,TRUE,PRIVATE,1969,2017,331,20,Gwlra Residential,2019-10-31,73,FALSE,,FALSE,,
29 Spencer Ave,-79.4291232,43.6349115,South Parkdale,TRUE,PRIVATE,1959,2017,54,6,,2020-10-28,70,FALSE,,FALSE,,
434 Gerrard St E,-79.3614185,43.6634212,Cabbagetown-South St.James Town,TRUE,SOCIAL HOUSING,1891,2017,16,3,Homes First Society,2019-12-05,77,FALSE,,FALSE,,
330 Gerrard St E,-79.3653894,43.6626109,Cabbagetown-South St.James Town,TRUE,TCHC,1976,2017,81,7,,2020-11-03,71,FALSE,,FALSE,,
55 Bleecker St,-79.372192,43.664382,Cabbagetown-South St.James Town,TRUE,TCHC,1980,2017,260,14,,2020-11-03,72,FALSE,,FALSE,,
433 Sherbourne St,-79.3734592,43.6654123,Cabbagetown-South St.James Town,TRUE,PRIVATE,1934,2017,48,4,1281618 Ontario Limited,2019-02-12,80,TRUE,2016-04-22,FALSE,,
130 Tyndall Ave,-79.4294583,43.6378694,South Parkdale,TRUE,PRIVATE,1957,2017,37,5,Tyndall Manor,2020-12-10,80,FALSE,,FALSE,,
60 Tyndall Ave,-79.4287192,43.6358871,South Parkdale,TRUE,PRIVATE,1959,2017,69,9,Metcap Living Management Inc.,2019-11-04,77,TRUE,"2017-12-07, 2016-12-12",FALSE,,
131 Dunn Ave,-79.4320706,43.6359081,South Parkdale,TRUE,PRIVATE,1931,2017,29,3,Dsm Investment Group Limited,2019-11-04,71,FALSE,,FALSE,,
95 Jameson Ave,-79.4349044,43.6354054,South Parkdale,TRUE,PRIVATE,1956,2018,66,9,Akelius Canada Ltd,2020-10-30,70,FALSE,,FALSE,,
109 Jameson Ave,-79.4351423,43.6357774,South Parkdale,TRUE,PRIVATE,1968,2017,118,7,Jameson Ave Rental Inc,2021-04-27,62,TRUE,2016-01-07,FALSE,,
451 Bloor St E,-79.3745817,43.6719753,North St.James Town,TRUE,PRIVATE,1948,2018,41,6,Ez Property Management Ltd,2019-01-24,80,FALSE,,FALSE,,
939 Wilson Ave,-79.4715862,43.7292292,Downsview-Roding-CFB,TRUE,PRIVATE,1953,2017,16,3,None,2019-01-22,72,FALSE,,FALSE,,
923 Wilson Ave,-79.4689432,43.7298279,Downsview-Roding-CFB,TRUE,PRIVATE,1960,2017,23,3,592182 Ontario Limited,2020-10-15,76,TRUE,2021-02-18,FALSE,,
1533 Wilson Ave,-79.5067406,43.7206174,Downsview-Roding-CFB,TRUE,PRIVATE,1960,2017,42,4,2585277 Ontario Limited,2019-11-18,76,FALSE,,FALSE,,
1505 Wilson Ave,-79.5055988,43.7207981,Downsview-Roding-CFB,TRUE,PRIVATE,1958,2017,55,4,Plaza Investment Co,2019-11-18,73,TRUE,2017-12-28,FALSE,,
1491 Wilson Ave,-79.5047295,43.7210611,Downsview-Roding-CFB,TRUE,PRIVATE,1971,2017,40,4,Canal Property Management,2020-10-14,85,TRUE,2017-01-10,FALSE,,
1395 Wilson Ave,-79.5008148,43.7215159,Downsview-Roding-CFB,TRUE,PRIVATE,1958,2017,35,4,Martin Terrace Investments,2019-11-18,86,FALSE,,FALSE,,
1393 Wilson Ave,-79.5003326,43.7217094,Downsview-Roding-CFB,TRUE,PRIVATE,1960,2017,82,4,2127071 Ontario Limited,2019-01-16,88,TRUE,2018-06-05,FALSE,,
1391 Wilson Ave,-79.4996567,43.7217722,Downsview-Roding-CFB,TRUE,PRIVATE,1960,2017,36,4,2331304 Ontario Limited,2019-11-18,76,FALSE,,FALSE,,
56 Eccleston Dr,-79.31988,43.727134,Victoria Village,TRUE,PRIVATE,1958,2017,60,4,Akelius Canada Ltd,2020-11-27,85,FALSE,,FALSE,,
5 Brookbanks Dr,-79.332686,43.751295,Parkwoods-Donalda,TRUE,PRIVATE,2001,2017,44,8,Hardit,2020-10-28,99,TRUE,"2021-04-16, 2019-05-07, 2018-04-11, 2017-02-06",FALSE,,
105 Rowena Dr,-79.314236,43.750842,Parkwoods-Donalda,TRUE,PRIVATE,1966,2017,243,12,Barney River,2019-03-04,87,TRUE,"2019-06-18, 2016-01-06",FALSE,,
235 Brookbanks Dr,-79.3237596,43.7604034,Parkwoods-Donalda,TRUE,PRIVATE,1967,2017,41,4,,2019-11-04,90,FALSE,,FALSE,,
77 Parkwoods Village Dr,-79.3224297,43.7609187,Parkwoods-Donalda,TRUE,PRIVATE,1962,2017,85,6,Greenwin Inc.,2019-11-04,96,TRUE,"2018-05-07, 2017-07-31",TRUE,2018,0.71%
545 The West Mall,-79.5695323,43.6518252,Etobicoke West Mall,TRUE,PRIVATE,1969,2017,312,16,East West Management,2020-11-12,79,FALSE,,FALSE,,
2413 Islington Ave,-79.558722,43.72383,Elms-Old Rexdale,TRUE,PRIVATE,1955,2017,52,6,,2020-11-05,84,FALSE,,FALSE,,
4 Bexhill Crt,-79.5212631,43.6627139,Edenbridge-Humber Valley,TRUE,PRIVATE,1952,2017,13,4,Realstar,2020-12-02,80,TRUE,"2019-04-05, 2017-03-10",TRUE,2018,0.2%
92 James St,-79.5423872,43.5899825,Long Branch,TRUE,PRIVATE,1960,2017,34,3,Greenwin Corp,2020-11-24,77,FALSE,,FALSE,,
7 Stag Hill Dr,-79.310984,43.703292,O'Connor-Parkview,TRUE,PRIVATE,1953,2018,37,4,Greenwin Corp.,2019-12-05,85,FALSE,,FALSE,,
285 Shuter St,-79.3669884,43.6563612,Moss Park,TRUE,TCHC,1964,2017,300,15,TCH,2020-01-16,60,FALSE,,FALSE,,
4979 Bathurst St,-79.4428765,43.7752485,Newtonbrook West,TRUE,PRIVATE,1959,2017,92,6,,2019-11-06,90,FALSE,,FALSE,,
495 Riverside Dr,-79.4902424,43.6481766,Lambton Baby Point,TRUE,SOCIAL HOUSING,1950,2017,25,3,Mainstay Housing,2020-11-20,81,FALSE,,FALSE,,
4033 Old Dundas St,-79.5023384,43.6637103,Lambton Baby Point,TRUE,PRIVATE,1960,2017,47,5,,2019-02-11,61,FALSE,,FALSE,,
596 Jane St,-79.4910119,43.6645227,Runnymede-Bloor West Village,TRUE,PRIVATE,1958,2017,17,3,,2019-10-31,89,FALSE,,FALSE,,
256 Sheldon Ave,-79.546517,43.608493,Alderwood,TRUE,SOCIAL HOUSING,1982,2017,76,7,,2019-10-30,83,FALSE,,FALSE,,
17 Edgewood Ave,-79.3126261,43.6702726,Woodbine Corridor,TRUE,SOCIAL HOUSING,1970,2017,30,3,,2019-12-05,71,FALSE,,FALSE,,
8 Sand Beach Rd,-79.4973496,43.6017527,New Toronto,TRUE,PRIVATE,1966,2017,24,3,,2019-10-31,78,FALSE,,FALSE,,
775 Steeles Ave W,-79.443466,43.791796,Newtonbrook West,TRUE,PRIVATE,1966,2017,194,16,R A B Properties Limited,2019-01-24,64,TRUE,2021-01-06,FALSE,,
1122 Don Mills Rd,-79.343978,43.73788,Banbury-Don Mills,TRUE,PRIVATE,1958,2017,66,6,Niot Investment Holdings,2019-11-04,81,TRUE,2019-10-18,FALSE,,
120 Widdicombe Hill Blvd,-79.559153,43.676472,Willowridge-Martingrove-Richview,TRUE,PRIVATE,1973,2017,233,17,Park Property Management Inc.,2019-10-28,77,FALSE,,FALSE,,
125 Bonis Ave,-79.294608,43.783538,Tam O'Shanter-Sullivan,TRUE,PRIVATE,1976,2017,263,11,Shepherd Vilalge Inc,2020-11-19,89,FALSE,,FALSE,,
23 Jane St,-79.4843362,43.650082,Runnymede-Bloor West Village,TRUE,PRIVATE,1955,2017,18,3,,2021-04-21,68,FALSE,,FALSE,,
570 Bay St,-79.383973,43.655266,Bay Street Corridor,TRUE,PRIVATE,2013,2017,463,29,Concert Realty Services Ltd.,2019-11-26,100,FALSE,,FALSE,,
3 Summerland Terrace,-79.5323651,43.6431736,Islington-City Centre West,TRUE,PRIVATE,2012,2017,283,26,Concert Realty Services Ltd.,2019-10-29,95,FALSE,,FALSE,,
1140 Kingston Rd,-79.2813002,43.6817459,Birchcliffe-Cliffside,TRUE,PRIVATE,1971,2017,34,5,Greenwin Corp.,2019-11-19,83,TRUE,2017-05-16,FALSE,,
23 Glen Everest Rd,-79.2530658,43.7000201,Birchcliffe-Cliffside,TRUE,PRIVATE,1971,2017,11,3,,2020-11-17,78,FALSE,,FALSE,,
575 Adelaide St W,-79.4036816,43.6445852,Niagara,TRUE,TCHC,1983,2017,150,11,,2020-11-15,75,FALSE,,FALSE,,
540 Russell Hill Rd,-79.4156639,43.702841,Forest Hill South,TRUE,PRIVATE,1937,2017,32,5,Vesta Management Inc,2020-12-03,76,FALSE,,FALSE,,
725 Eglinton Ave W,-79.4222088,43.7014547,Forest Hill South,TRUE,PRIVATE,1950,2017,31,3,1200238 Ontario,2019-11-27,82,TRUE,2019-04-08,TRUE,2019,0.7%
248 Simcoe St,-79.3892184,43.6539223,Kensington-Chinatown,TRUE,TCHC,1991,2017,53,12,,2019-11-25,80,FALSE,,FALSE,,
167 Church St,-79.375991,43.654558,Church-Yonge Corridor,TRUE,PRIVATE,2005,2017,388,28,Concert Realty Services Ltd.,2019-12-03,98,FALSE,,FALSE,,
2500 Bathurst St,-79.426884,43.705809,Forest Hill North,TRUE,PRIVATE,1976,2017,83,10,,2019-11-20,80,FALSE,,FALSE,,
2515 Bathurst St,-79.426063,43.705569,Forest Hill North,TRUE,PRIVATE,1952,2017,114,11,Canadian Mental Health Association,2019-12-12,78,TRUE,2016-03-03,TRUE,2017,0.35%
211 Eglinton Ave W,-79.405295,43.7050503,Yonge-Eglinton,TRUE,PRIVATE,1955,2017,31,3,Jb Apartment Holdings,2020-11-17,83,FALSE,,FALSE,,
166 Eastbourne Ave,-79.4050048,43.7051037,Yonge-Eglinton,TRUE,PRIVATE,1940,2017,21,3,,2020-11-17,74,FALSE,,FALSE,,
500 Duplex Ave,-79.401485,43.709765,Yonge-Eglinton,TRUE,PRIVATE,1974,2017,319,33,Q Residential,2019-03-15,87,FALSE,,FALSE,,
40 Gerrard St E,-79.380437,43.659797,Church-Yonge Corridor,TRUE,PRIVATE,1969,2017,447,33,Maple Leaf Property Management,2019-01-17,80,FALSE,,FALSE,,
15 Bedford Park Ave,-79.4040455,43.7269737,Lawrence Park North,TRUE,PRIVATE,1960,2017,39,3,High Value Consultants Ltd,2020-11-06,81,FALSE,,FALSE,,
41 Lorindale Ave,-79.4036324,43.7260694,Lawrence Park North,TRUE,PRIVATE,1957,2017,26,3,Ranee Management,2019-11-20,76,FALSE,,FALSE,,
3474 Yonge St,-79.4051303,43.7349987,Lawrence Park North,TRUE,PRIVATE,1940,2017,27,4,Rkh Investment Ltd,2021-04-21,68,FALSE,,FALSE,,
102 Goodwood Park Crt,-79.296131,43.695502,Taylor-Massey,TRUE,PRIVATE,1960,2017,132,7,Ranee Management,2019-12-09,96,TRUE,2020-01-20,FALSE,,
7 Crescent Pl,-79.2913108,43.6950192,Taylor-Massey,TRUE,PRIVATE,1971,2017,584,29,Pinedale Properties Ltd,2020-11-19,72,FALSE,,FALSE,,
85 Wellesley St E,-79.3798978,43.6656735,Church-Yonge Corridor,TRUE,PRIVATE,1965,2018,88,8,Timbercreek Communities,2020-12-16,75,TRUE,2020-11-09,FALSE,,
110 Wellesley St E,-79.3774679,43.6668393,North St.James Town,TRUE,PRIVATE,1931,2019,48,6,Akelius Canada Ltd,2020-11-18,79,FALSE,,FALSE,,
1050 Markham Rd,-79.2315707,43.7743758,Woburn,TRUE,PRIVATE,1967,2017,295,19,Capreit,2019-11-27,85,TRUE,"2020-03-04, 2017-03-15",FALSE,,
1560 Lawrence Ave W,-79.4874995,43.7066399,Maple Leaf,TRUE,PRIVATE,1962,2017,90,6,Zentil Property Management,2020-10-26,77,TRUE,"2021-01-12, 2018-01-04",FALSE,,
2440 Keele St,-79.479198,43.711691,Maple Leaf,TRUE,PRIVATE,1958,2017,34,3,Jennic Investments Inc.,2020-10-28,74,FALSE,,FALSE,,
2430 Keele St,-79.4788964,43.7108129,Maple Leaf,TRUE,PRIVATE,,,12,3,,2020-10-26,72,FALSE,,FALSE,,
835 Wilson Ave,-79.4638847,43.7310676,Downsview-Roding-CFB,TRUE,PRIVATE,1960,2017,12,3,Tek Investment,2020-10-19,69,FALSE,,FALSE,,
827 Wilson Ave,-79.4622109,43.7314333,Downsview-Roding-CFB,TRUE,PRIVATE,1953,2017,11,3,,2019-11-19,72,FALSE,,FALSE,,
823 Wilson Ave,-79.4613953,43.7316272,Downsview-Roding-CFB,TRUE,PRIVATE,1953,2017,11,3,,2019-11-18,72,FALSE,,FALSE,,
1530 Victoria Park Ave,-79.3039487,43.7254579,Victoria Village,TRUE,PRIVATE,1982,2017,141,9,Oxford Properties Group,2019-11-05,90,TRUE,2016-02-05,FALSE,,
22 Tinder Crescent,-79.309405,43.726365,Victoria Village,TRUE,PRIVATE,1964,2017,60,4,,2020-11-19,86,FALSE,,FALSE,,
1600 Victoria Park Ave,-79.3053964,43.7300087,Victoria Village,TRUE,PRIVATE,1968,2017,27,3,Victoria Park Apartments,2019-11-05,82,TRUE,2016-08-24,FALSE,,
7 Biggin Crt,-79.306461,43.728822,Victoria Village,TRUE,PRIVATE,1951,2017,66,4,Centurion,2019-11-05,94,TRUE,"2020-02-04, 2018-03-14",TRUE,2019,0.3%
3 Biggin Crt,-79.3058531,43.7282678,Victoria Village,TRUE,PRIVATE,1955,2017,55,4,Centurion,2020-11-19,91,TRUE,"2020-02-04, 2018-03-14",TRUE,2019,0.3%
25 Widdicombe Hill,-79.54835,43.679108,Willowridge-Martingrove-Richview,TRUE,PRIVATE,1968,2018,122,11,Orion Group Properties Ltd,2019-10-28,80,FALSE,,FALSE,,
345 Dixon Rd,-79.556481,43.694365,Kingsview Village-The Westway,TRUE,PRIVATE,1969,2017,95,10,Fieldgate Properties,2020-12-03,72,FALSE,,FALSE,,
2525 Lake Shore Blvd W,-79.4890122,43.6103343,Mimico (includes Humber Bay Shores),TRUE,PRIVATE,1952,2017,34,3,Capreit Limited Partnership,2020-01-17,84,TRUE,2016-11-30,TRUE,2019,2.55%
1360 Danforth Rd,-79.2454445,43.7449781,Eglinton East,TRUE,PRIVATE,1963,2017,172,15,Metcap Living Management Inc,2021-04-12,76,TRUE,2018-03-15,FALSE,,
25 Trudelle St,-79.2438709,43.7394089,Eglinton East,TRUE,PRIVATE,1963,2018,66,6,Golden Equity Properties,2021-04-19,60,FALSE,,FALSE,,
123 Bellamy Rd N,-79.2316537,43.7414425,Eglinton East,TRUE,PRIVATE,1964,2017,250,12,,2020-12-15,82,FALSE,,FALSE,,
